Agent,Version,Date Modified,Modified By,Explicitly Defined,Context,Command Name,Description,Command Variations,Priority,Priority for Variation,Tag(s),ID
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 俺 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 俺 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 俺 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 咱 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 咱 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 咱 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 咱 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 咱 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮 咱 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 我 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 我 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 我 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 我 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 我 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 我 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 本人 检查 电池 状态","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 本人 检查 电源 模式","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 本人 检查 电源 功能","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 本人 检验 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 本人 检验 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 本人 检验 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 俺 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 俺 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 俺 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 俺 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 俺 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 俺 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 咱 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 咱 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 咱 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 咱 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 咱 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","让 咱 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 我 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 我 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 我 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 我 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 我 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 我 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 本人 检查 电池 状态","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 本人 检查 电源 模式","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 本人 检查 电源 功能","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 本人 检验 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 本人 检验 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 本人 检验 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 俺 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 俺 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 俺 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 俺 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 俺 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 俺 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 咱 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 咱 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 咱 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 咱 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 咱 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","允许 咱 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电池 还 剩余 什么 程度","1","2","","T2N-83D"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检验 电池 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检验 电源 状态","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 我 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 还 剩余 什么 程度","1","3","","T2N-83D"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 还 剩下 多少","1","3","","T2N-83D"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 还 剩下 什么 程度","1","4","","T2N-83D"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 还 余留 多少","1","3","","T2N-83D"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 本人 检查 电源 模式","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 本人 检查 电源 功能","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 本人 检验 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 本人 检验 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 本人 检验 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 俺 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 俺 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 俺 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 俺 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 俺 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 俺 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 咱 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 咱 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 咱 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 咱 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 咱 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","批准 咱 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 我 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 我 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 我 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 我 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 我 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 我 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 本人 检查 电池 状态","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 本人 检查 电源 模式","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 本人 检查 电源 功能","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 本人 检验 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 本人 检验 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 本人 检验 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 俺 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 俺 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 俺 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 俺 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 俺 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 俺 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 咱 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 咱 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 咱 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 咱 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 咱 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","帮助 咱 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 我 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 我 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 我 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 我 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 我 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 我 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 本人 检查 电池 状态","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 本人 检查 电源 模式","0","2","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 本人 检查 电源 功能","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 本人 检验 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 本人 检验 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 本人 检验 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 俺 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 俺 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 俺 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 俺 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 俺 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 俺 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 咱 检查 电池 状态","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 咱 检查 电源 模式","0","3","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 咱 检查 电源 功能","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 咱 检验 电池 状态","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 咱 检验 电源 模式","0","4","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","替 咱 检验 电源 功能","0","5","","BZJ-CYL"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电池 使用 状态","1","2","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电池 应用 模式","1","2","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电池 应用 功能","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电池 消耗 状态","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 使用 模式","1","2","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 使用 功能","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 应用 状态","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 消耗 模式","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","电源 消耗 功能","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电池 使用 状态","1","2","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电池 应用 模式","1","2","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电池 应用 功能","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电池 消耗 状态","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电源 使用 模式","1","2","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电源 使用 功能","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电源 应用 状态","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电源 消耗 模式","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检查 电源 消耗 功能","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电池 使用 状态","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电池 应用 模式","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电池 应用 功能","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电池 消耗 状态","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电源 使用 模式","1","3","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电源 使用 功能","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电源 应用 状态","1","5","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电源 消耗 模式","1","4","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","检验 电源 消耗 功能","1","5","","8RP-Y1L"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电池 使用 状态","1","2","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电池 应用 模式","1","2","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电池 应用 功能","1","3","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电池 消耗 状态","1","3","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电源 使用 模式","1","2","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电源 使用 功能","1","3","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电源 应用 状态","1","4","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电源 消耗 模式","1","3","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","显示 电源 消耗 功能","1","4","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","展示 电池 使用 状态","1","3","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","展示 电池 应用 模式","1","3","","W2W-S7J"
"Settings","1.0","Unknown","Unknown",True,"Settings","Battery Check","","展示 电池 应用 功能","1","4","","W2W-S7J"
